doc_id,item,category,amount,price,discount
022D201A1C1B,Весы кухонные,Мелкая бытовая техника,2,806.82,0
022D201A1C1B,Весы кухонные,Мелкая бытовая техника,1,789.05,0
022D201A1C1B,Чайник заварочный,Кухонная утварь,2,722.69,99.69
022D201A1C1B,Весы кухонные,Мелкая бытовая техника,2,803.67,0
022D201A1C1B,Весы кухонные,Мелкая бытовая техника,2,829.88,0
82C787E027CA,Сковорода с антипригарным покрытием,Кухонная утварь,1,1797.15,0
82C787E027CA,Тостер,Мелкая бытовая техника,2,1554.26,0
82C787E027CA,Тостер,Мелкая бытовая техника,2,1455.05,548.32
82C787E027CA,Средство для мытья посуды,Бытовая химия,1,147.25,8.38
82C787E027CA,Тостер,Мелкая бытовая техника,3,1490.22,0
CA6D5DBE5AFC,Скатерть,Текстиль,2,628.92,195.29
6098FD8E1DFC,Скатерть,Текстиль,2,624.65,0
6098FD8E1DFC,Весы кухонные,Мелкая бытовая техника,3,783.96,0
A120529C7933,Плед флисовый,Текстиль,3,881.02,0
A120529C7933,Блендер погружной,Мелкая бытовая техника,3,2108.95,1118.47
4EC0EE2C37CB,Набор ножей,Кухонная утварь,3,1256.01,0
4EC0EE2C37CB,Кастрюля эмалированная,Кухонная утварь,3,925.62,0
0293C7494C2C,Скатерть,Текстиль,2,574.1,0
5A7D8311C3EF,Плед флисовый,Текстиль,2,909.72,0
8D7301241963,Комплект постельного белья,Текстиль,3,2497.59,836.09
8D7301241963,Тостер,Мелкая бытовая техника,3,1464.75,0
8D7301241963,Таблетки для посудомойки,Бытовая химия,1,796.09,0
8D7301241963,Комплект постельного белья,Текстиль,1,2608.47,0
0F31E2C3E0B3,Набор ножей,Кухонная утварь,1,1187.78,0
0F31E2C3E0B3,Тостер,Мелкая бытовая техника,2,1470.33,214.09
0F31E2C3E0B3,Средство для мытья посуды,Бытовая химия,1,151.47,7.98
0F31E2C3E0B3,Сковорода с антипригарным покрытием,Кухонная утварь,1,1870.81,0
0F31E2C3E0B3,Плед флисовый,Текстиль,2,941.58,242.71
FF39B2B7B1A7,Сковорода с антипригарным покрытием,Кухонная утварь,3,1823.88,615.62
FF39B2B7B1A7,Тостер,Мелкая бытовая техника,3,1524.97,493.15
FF39B2B7B1A7,Весы кухонные,Мелкая бытовая техника,2,780.27,0
FF39B2B7B1A7,Скатерть,Текстиль,1,578.3,77.33
C1E62E9B7761,Блендер погружной,Мелкая бытовая техника,3,1998.81,0
C1E62E9B7761,Блендер погружной,Мелкая бытовая техника,3,2128.54,0
BA7C166E825D,Плед флисовый,Текстиль,1,940.1,0
BA7C166E825D,Блендер погружной,Мелкая бытовая техника,1,2091.91,0
BA7C166E825D,Блендер погружной,Мелкая бытовая техника,1,2204.57,0
BA7C166E825D,Сковорода с антипригарным покрытием,Кухонная утварь,3,1770.61,0
1E1733F287DC,Сковорода с антипригарным покрытием,Кухонная утварь,2,1868.52,0
1E1733F287DC,Стиральный порошок 3кг,Бытовая химия,1,461.37,0
1E1733F287DC,Тостер,Мелкая бытовая техника,1,1457.9,0
1E1733F287DC,Весы кухонные,Мелкая бытовая техника,1,825.7,0
1E1733F287DC,Весы кухонные,Мелкая бытовая техника,3,808.45,0
7E8934B52740,Сковорода с антипригарным покрытием,Кухонная утварь,1,1752.23,0
7E8934B52740,Тостер,Мелкая бытовая техника,1,1480.09,0
7E8934B52740,Стиральный порошок 3кг,Бытовая химия,2,447.52,0
730FD8943DDB,Полотенце махровое,Текстиль,3,351.18,0
730FD8943DDB,Средство для мытья посуды,Бытовая химия,3,157.02,0
730FD8943DDB,Средство для мытья посуды,Бытовая химия,1,149.22,24.44
730FD8943DDB,Комплект постельного белья,Текстиль,1,2423.91,0
29880593219B,Весы кухонные,Мелкая бытовая техника,1,807.86,0
DDC5A28277B8,Кастрюля эмалированная,Кухонная утварь,1,945.56,0
DDC5A28277B8,Блендер погружной,Мелкая бытовая техника,1,2003.57,0
DDC5A28277B8,Сковорода с антипригарным покрытием,Кухонная утварь,2,1874.54,0
DDC5A28277B8,Средство для мытья посуды,Бытовая химия,2,148.38,58.42
DDC5A28277B8,Блендер погружной,Мелкая бытовая техника,1,2097.38,393.8
15F7D5D508AF,Тостер,Мелкая бытовая техника,3,1549.04,0
15F7D5D508AF,Сковорода с антипригарным покрытием,Кухонная утварь,2,1862.43,0
15F7D5D508AF,Средство для чистки стекол,Бытовая химия,2,116.65,41.94
