doc_id,item,category,amount,price,discount
52C93D318BB6,Сковорода с антипригарным покрытием,Кухонная утварь,3,1716.5,0
52C93D318BB6,Кондиционер для белья,Бытовая химия,3,220.79,0
E628A2297C45,Полотенце махровое,Текстиль,2,339.88,0
E628A2297C45,Весы кухонные,Мелкая бытовая техника,1,824.83,0
E628A2297C45,Кондиционер для белья,Бытовая химия,3,213.29,0
E628A2297C45,Весы кухонные,Мелкая бытовая техника,2,775.9,0
F52A95906A67,Средство для чистки стекол,Бытовая химия,2,116.51,0
F52A95906A67,Плед флисовый,Текстиль,3,912.39,0
F52A95906A67,Весы кухонные,Мелкая бытовая техника,3,821.72,381.57
F52A95906A67,Чайник заварочный,Кухонная утварь,1,673.93,0
F52A95906A67,Средство для мытья посуды,Бытовая химия,2,152.39,0
D5475074F3AA,Плед флисовый,Текстиль,3,855.7,0
D5475074F3AA,Средство для чистки стекол,Бытовая химия,2,120.64,26.83
D5475074F3AA,Средство для мытья посуды,Бытовая химия,3,148.93,85.37
D5475074F3AA,Комплект постельного белья,Текстиль,1,2615.62,357.56
69643E02930F,Полотенце махровое,Текстиль,1,345.49,68.44
69643E02930F,Форма для выпечки,Кухонная утварь,2,447.97,0
595BD7EC6E39,Средство для чистки стекол,Бытовая химия,3,124.48,0
595BD7EC6E39,Тостер,Мелкая бытовая техника,1,1497.54,0
6FF052219AA0,Плед флисовый,Текстиль,2,886.26,319.49
144E5FC6F926,Кастрюля эмалированная,Кухонная утварь,2,949.08,342.24
144E5FC6F926,Весы кухонные,Мелкая бытовая техника,1,790.63,0
144E5FC6F926,Тостер,Мелкая бытовая техника,3,1485.05,0
144E5FC6F926,Кондиционер для белья,Бытовая химия,3,219.34,0
144E5FC6F926,Средство для чистки стекол,Бытовая химия,1,116.71,22.35
2F2177663B0C,Средство для мытья посуды,Бытовая химия,3,143.7,0
2F2177663B0C,Скатерть,Текстиль,3,603.88,0
535B0C23DA70,Набор ножей,Кухонная утварь,1,1216.73,0
DFD2594945D1,Комплект постельного белья,Текстиль,2,2581.2,0
DFD2594945D1,Стиральный порошок 3кг,Бытовая химия,2,470.34,75.74
DFD2594945D1,Чайник заварочный,Кухонная утварь,3,717.66,244.74
5F1712143369,Весы кухонные,Мелкая бытовая техника,2,776.08,0
5F1712143369,Кастрюля эмалированная,Кухонная утварь,3,916.12,492.48
5F1712143369,Кастрюля эмалированная,Кухонная утварь,3,996.92,0
5F1712143369,Плед флисовый,Текстиль,1,916.35,0
5F1712143369,Чайник заварочный,Кухонная утварь,3,712.17,377.97
1DD40E594A39,Кондиционер для белья,Бытовая химия,1,224.5,0
1DD40E594A39,Весы кухонные,Мелкая бытовая техника,2,784.95,0
1DD40E594A39,Комплект постельного белья,Текстиль,3,2575.24,0
1DD40E594A39,Сковорода с антипригарным покрытием,Кухонная утварь,2,1749.01,0
1DD40E594A39,Таблетки для посудомойки,Бытовая химия,2,805.5,0
96FB4607DDB1,Стиральный порошок 3кг,Бытовая химия,1,461.28,0
