doc_id,item,category,amount,price,discount
29ECF8D345B7,Комплект постельного белья,Текстиль,1,2485.49,238.34
29ECF8D345B7,Комплект постельного белья,Текстиль,3,2532.43,0
73A8319513D3,Чайник заварочный,Кухонная утварь,2,714.39,204.41
73A8319513D3,Средство для мытья посуды,Бытовая химия,1,145.05,0
E9526B16979F,Блендер погружной,Мелкая бытовая техника,3,2191.76,572.05
E9526B16979F,Полотенце махровое,Текстиль,3,353.47,0
E9526B16979F,Средство для мытья посуды,Бытовая химия,1,151.75,0
E9526B16979F,Средство для мытья посуды,Бытовая химия,1,154.76,17.74
E9526B16979F,Набор ножей,Кухонная утварь,1,1161.81,180.21
CA9D57D02CAC,Тостер,Мелкая бытовая техника,2,1439.81,0
209E1C5CA13E,Тостер,Мелкая бытовая техника,2,1564.73,538.29
209E1C5CA13E,Скатерть,Текстиль,3,584.75,0
209E1C5CA13E,Блендер погружной,Мелкая бытовая техника,2,2050.54,0
209E1C5CA13E,Таблетки для посудомойки,Бытовая химия,3,823.44,0
209E1C5CA13E,Кастрюля эмалированная,Кухонная утварь,2,947.55,0
008B7BDBAD74,Блендер погружной,Мелкая бытовая техника,1,2009.93,0
56B75383B810,Кондиционер для белья,Бытовая химия,2,215.93,28.48
56B75383B810,Тостер,Мелкая бытовая техника,1,1458.32,0
56B75383B810,Средство для мытья посуды,Бытовая химия,3,157.1,84.44
9D4B03D13B60,Блендер погружной,Мелкая бытовая техника,3,2088.0,0
9D4B03D13B60,Комплект постельного белья,Текстиль,3,2539.32,0
9D4B03D13B60,Средство для чистки стекол,Бытовая химия,3,119.75,0
9D4B03D13B60,Таблетки для посудомойки,Бытовая химия,2,775.34,204.63
92BF2AC69EF8,Тостер,Мелкая бытовая техника,2,1525.08,0
92BF2AC69EF8,Весы кухонные,Мелкая бытовая техника,1,792.61,0
92BF2AC69EF8,Тостер,Мелкая бытовая техника,1,1506.4,0
92BF2AC69EF8,Плед флисовый,Текстиль,2,916.73,152.71
