doc_id,item,category,amount,price,discount
6667F15F7187,Тостер,Мелкая бытовая техника,1,1535.67,0
6667F15F7187,Стиральный порошок 3кг,Бытовая химия,2,471.83,0
35445DD00586,Тостер,Мелкая бытовая техника,2,1472.16,0
35445DD00586,Тостер,Мелкая бытовая техника,2,1528.81,0
0CA7F2D8D344,Скатерть,Текстиль,3,624.36,0
0CA7F2D8D344,Кастрюля эмалированная,Кухонная утварь,1,902.98,55.04
0CA7F2D8D344,Полотенце махровое,Текстиль,2,355.4,0
0CA7F2D8D344,Плед флисовый,Текстиль,3,875.32,482.79
AEBB55B24785,Сковорода с антипригарным покрытием,Кухонная утварь,3,1756.44,0
AEBB55B24785,Весы кухонные,Мелкая бытовая техника,2,763.59,127.56
57D0E1DC9BC2,Скатерть,Текстиль,1,589.09,0
57D0E1DC9BC2,Плед флисовый,Текстиль,3,911.89,0
57D0E1DC9BC2,Полотенце махровое,Текстиль,1,364.66,62.18
A8162BAC430A,Блендер погружной,Мелкая бытовая техника,3,2129.93,1056.59
A8162BAC430A,Блендер погружной,Мелкая бытовая техника,1,2118.2,0
A8162BAC430A,Набор ножей,Кухонная утварь,1,1155.72,212.67
A8162BAC430A,Тостер,Мелкая бытовая техника,2,1494.16,0
45BE4FDB294B,Весы кухонные,Мелкая бытовая техника,1,834.32,0
45BE4FDB294B,Плед флисовый,Текстиль,2,921.99,0
D2219DA4F8ED,Скатерть,Текстиль,2,595.3,0
D2219DA4F8ED,Скатерть,Текстиль,2,595.78,0
D2219DA4F8ED,Комплект постельного белья,Текстиль,3,2558.55,0
D2219DA4F8ED,Скатерть,Текстиль,3,588.25,0
D2219DA4F8ED,Таблетки для посудомойки,Бытовая химия,2,810.26,131.12
A6315FD1700D,Кондиционер для белья,Бытовая химия,3,222.43,121.08
A6315FD1700D,Средство для мытья посуды,Бытовая химия,3,154.48,0
134E187001E8,Сковорода с антипригарным покрытием,Кухонная утварь,2,1866.4,0
134E187001E8,Блендер погружной,Мелкая бытовая техника,2,2083.88,0
134E187001E8,Чайник заварочный,Кухонная утварь,3,724.72,351.71
F1DB88B5B19E,Сковорода с антипригарным покрытием,Кухонная утварь,3,1741.64,0
F1DB88B5B19E,Блендер погружной,Мелкая бытовая техника,3,2026.14,615.49
D5A4F35135A8,Кондиционер для белья,Бытовая химия,3,220.43,0
D5A4F35135A8,Весы кухонные,Мелкая бытовая техника,2,813.29,138.45
D5A4F35135A8,Средство для мытья посуды,Бытовая химия,1,154.09,0
D5A4F35135A8,Комплект постельного белья,Текстиль,2,2420.51,0
D5A4F35135A8,Таблетки для посудомойки,Бытовая химия,2,765.6,0
7BAB474E0300,Чайник заварочный,Кухонная утварь,2,671.22,0
F2B0321D6005,Блендер погружной,Мелкая бытовая техника,2,2164.96,0
F2B0321D6005,Средство для мытья посуды,Бытовая химия,2,145.97,0
F2B0321D6005,Весы кухонные,Мелкая бытовая техника,2,768.02,0
F2B0321D6005,Скатерть,Текстиль,1,609.85,109.94
F2B0321D6005,Кондиционер для белья,Бытовая химия,2,228.53,0
347AAE5E7035,Средство для чистки стекол,Бытовая химия,2,123.4,0
347AAE5E7035,Средство для мытья посуды,Бытовая химия,3,145.11,0
347AAE5E7035,Чайник заварочный,Кухонная утварь,2,715.93,0
1982E35091F9,Блендер погружной,Мелкая бытовая техника,1,2084.51,212.3
1982E35091F9,Сковорода с антипригарным покрытием,Кухонная утварь,1,1787.75,0
E67387F92F70,Тостер,Мелкая бытовая техника,1,1504.79,161.42
E67387F92F70,Блендер погружной,Мелкая бытовая техника,2,2021.09,659.6
E67387F92F70,Средство для мытья посуды,Бытовая химия,2,154.97,31.99
9EB8BBC91020,Тостер,Мелкая бытовая техника,3,1488.45,0
9EB8BBC91020,Комплект постельного белья,Текстиль,3,2587.2,1391.32
9EB8BBC91020,Плед флисовый,Текстиль,3,918.33,0
9EB8BBC91020,Скатерть,Текстиль,3,616.82,193.79
A1557D20FD68,Комплект постельного белья,Текстиль,3,2375.72,1399.62
8698565D2D52,Плед флисовый,Текстиль,2,860.19,294.49
8700147D9EED,Чайник заварочный,Кухонная утварь,2,700.56,0
8700147D9EED,Скатерть,Текстиль,2,605.63,239.91
8700147D9EED,Сковорода с антипригарным покрытием,Кухонная утварь,2,1819.31,0
8700147D9EED,Плед флисовый,Текстиль,1,932.19,75.04
8700147D9EED,Блендер погружной,Мелкая бытовая техника,2,2204.59,0
B0A74F9A95CB,Полотенце махровое,Текстиль,1,365.43,41.75
9CB47327D630,Комплект постельного белья,Текстиль,1,2491.31,0
9CB47327D630,Скатерть,Текстиль,2,620.67,108.75
9CB47327D630,Средство для мытья посуды,Бытовая химия,3,150.55,0
7C8187C53CD1,Таблетки для посудомойки,Бытовая химия,2,813.15,288.98
7C8187C53CD1,Сковорода с антипригарным покрытием,Кухонная утварь,3,1749.62,585.92
7C8187C53CD1,Чайник заварочный,Кухонная утварь,1,714.23,0
7C8187C53CD1,Набор ножей,Кухонная утварь,1,1248.44,0
7C8187C53CD1,Плед флисовый,Текстиль,2,857.55,147.37
75C654DB68CE,Комплект постельного белья,Текстиль,2,2421.81,0
75C654DB68CE,Скатерть,Текстиль,2,579.48,0
75C654DB68CE,Таблетки для посудомойки,Бытовая химия,1,760.35,43.21
