doc_id,item,category,amount,price,discount
4CF04FC9BF97,Стиральный порошок 3кг,Бытовая химия,3,428.42,0
4CF04FC9BF97,Скатерть,Текстиль,2,602.37,0
4CF04FC9BF97,Кастрюля эмалированная,Кухонная утварь,2,967.06,190.65
37ADF8AE8F82,Скатерть,Текстиль,2,589.51,136.19
37ADF8AE8F82,Плед флисовый,Текстиль,2,903.97,106.18
37ADF8AE8F82,Кастрюля эмалированная,Кухонная утварь,2,977.44,0
37ADF8AE8F82,Плед флисовый,Текстиль,2,878.69,0
37ADF8AE8F82,Скатерть,Текстиль,2,602.51,0
6ED39DE27955,Стиральный порошок 3кг,Бытовая химия,3,470.82,0
A45182AED8CF,Кондиционер для белья,Бытовая химия,1,214.12,0
A45182AED8CF,Полотенце махровое,Текстиль,3,345.97,201.18
A45182AED8CF,Средство для мытья посуды,Бытовая химия,1,146.25,0
6275D564DC74,Полотенце махровое,Текстиль,2,356.06,47.33
6275D564DC74,Чайник заварочный,Кухонная утварь,3,681.43,235.99
6275D564DC74,Весы кухонные,Мелкая бытовая техника,3,764.39,235.51
6275D564DC74,Скатерть,Текстиль,1,604.69,51.23
6275D564DC74,Сковорода с антипригарным покрытием,Кухонная утварь,3,1771.75,0
39FD595B8C63,Форма для выпечки,Кухонная утварь,1,455.12,0
EB6437A252EB,Сковорода с антипригарным покрытием,Кухонная утварь,2,1846.71,195.49
EB6437A252EB,Набор ножей,Кухонная утварь,3,1184.4,198.49
EB6437A252EB,Сковорода с антипригарным покрытием,Кухонная утварь,1,1712.03,0
EB6437A252EB,Кастрюля эмалированная,Кухонная утварь,2,934.69,187.54
EB6437A252EB,Тостер,Мелкая бытовая техника,2,1490.08,0
684297F84D06,Таблетки для посудомойки,Бытовая химия,1,776.99,0
684297F84D06,Кастрюля эмалированная,Кухонная утварь,2,993.23,0
684297F84D06,Весы кухонные,Мелкая бытовая техника,1,811.77,0
5E9AE91A363E,Средство для мытья посуды,Бытовая химия,2,145.12,0
5E9AE91A363E,Блендер погружной,Мелкая бытовая техника,2,2105.28,262.56
5E9AE91A363E,Плед флисовый,Текстиль,1,932.7,0
5E9AE91A363E,Тостер,Мелкая бытовая техника,3,1539.84,479.99
519CD5EB5444,Средство для чистки стекол,Бытовая химия,3,125.73,0
519CD5EB5444,Комплект постельного белья,Текстиль,1,2611.82,0
519CD5EB5444,Сковорода с антипригарным покрытием,Кухонная утварь,3,1761.87,0
519CD5EB5444,Таблетки для посудомойки,Бытовая химия,2,788.18,0
519CD5EB5444,Кастрюля эмалированная,Кухонная утварь,2,978.88,0
54F643B7C01A,Комплект постельного белья,Текстиль,3,2417.46,0
54F643B7C01A,Блендер погружной,Мелкая бытовая техника,1,2005.4,0
54F643B7C01A,Скатерть,Текстиль,1,621.33,0
54F643B7C01A,Сковорода с антипригарным покрытием,Кухонная утварь,2,1748.72,0
54F643B7C01A,Набор ножей,Кухонная утварь,1,1171.12,0
E3A3AA72483B,Тостер,Мелкая бытовая техника,3,1554.27,0
E3A3AA72483B,Полотенце махровое,Текстиль,2,336.71,0
1DA05194C7FE,Скатерть,Текстиль,3,584.39,0
300C70C77C72,Сковорода с антипригарным покрытием,Кухонная утварь,2,1763.63,0
300C70C77C72,Весы кухонные,Мелкая бытовая техника,2,834.32,0
300C70C77C72,Чайник заварочный,Кухонная утварь,1,687.14,0
300C70C77C72,Плед флисовый,Текстиль,2,858.2,0
300C70C77C72,Таблетки для посудомойки,Бытовая химия,1,814.37,152.58
0FF1FA831001,Средство для мытья посуды,Бытовая химия,1,152.6,0
063776D2DF45,Комплект постельного белья,Текстиль,1,2558.82,240.71
063776D2DF45,Средство для чистки стекол,Бытовая химия,2,120.16,0
063776D2DF45,Стиральный порошок 3кг,Бытовая химия,1,432.29,0
982941EC3DC0,Средство для чистки стекол,Бытовая химия,1,125.6,0
670319A40D10,Таблетки для посудомойки,Бытовая химия,3,824.9,0
670319A40D10,Полотенце махровое,Текстиль,1,359.48,0
535E5E878F11,Тостер,Мелкая бытовая техника,1,1513.0,0
535E5E878F11,Форма для выпечки,Кухонная утварь,3,471.3,142.53
535E5E878F11,Кондиционер для белья,Бытовая химия,2,225.5,33.43
B6D22761B254,Кондиционер для белья,Бытовая химия,1,209.68,27.86
392976ADF120,Набор ножей,Кухонная утварь,3,1256.84,241.68
11CE98E92EC0,Набор ножей,Кухонная утварь,3,1255.92,0
3DF610F72E8D,Набор ножей,Кухонная утварь,1,1197.63,0
3DF610F72E8D,Таблетки для посудомойки,Бытовая химия,3,789.07,348.62
EC1E47DA3161,Плед флисовый,Текстиль,1,859.3,0
EC1E47DA3161,Блендер погружной,Мелкая бытовая техника,3,2184.14,0
EC1E47DA3161,Таблетки для посудомойки,Бытовая химия,2,771.66,215.32
EC1E47DA3161,Блендер погружной,Мелкая бытовая техника,2,2015.12,706.91
A82C67A8FC6F,Блендер погружной,Мелкая бытовая техника,3,2007.25,0
A82C67A8FC6F,Сковорода с антипригарным покрытием,Кухонная утварь,2,1760.52,245.81
835152036FF1,Таблетки для посудомойки,Бытовая химия,2,796.61,0
B6608C94A004,Таблетки для посудомойки,Бытовая химия,3,815.8,0
BB92DB0BB1F4,Таблетки для посудомойки,Бытовая химия,1,829.91,0
BB92DB0BB1F4,Весы кухонные,Мелкая бытовая техника,1,810.46,0
BB92DB0BB1F4,Таблетки для посудомойки,Бытовая химия,2,766.44,0
BB92DB0BB1F4,Плед флисовый,Текстиль,3,857.61,0
03AA3F13BEEE,Стиральный порошок 3кг,Бытовая химия,3,460.43,0
03AA3F13BEEE,Чайник заварочный,Кухонная утварь,2,697.91,0
03AA3F13BEEE,Плед флисовый,Текстиль,1,855.58,0
03AA3F13BEEE,Стиральный порошок 3кг,Бытовая химия,2,438.87,0
03AA3F13BEEE,Кастрюля эмалированная,Кухонная утварь,3,906.57,0
1E4A01E3CB83,Полотенце махровое,Текстиль,3,344.86,0
