doc_id,item,category,amount,price,discount
7606316E97A1,Блендер погружной,Мелкая бытовая техника,1,2048.36,0
A7C3BE6802BA,Комплект постельного белья,Текстиль,1,2490.66,0
A7C3BE6802BA,Скатерть,Текстиль,1,601.33,62.52
A7C3BE6802BA,Таблетки для посудомойки,Бытовая химия,1,777.95,68.43
A7C3BE6802BA,Средство для мытья посуды,Бытовая химия,3,156.31,0
50AE29398FB3,Таблетки для посудомойки,Бытовая химия,3,824.79,264.46
50AE29398FB3,Форма для выпечки,Кухонная утварь,3,462.6,0
891140B91F7C,Полотенце махровое,Текстиль,2,362.08,77.77
891140B91F7C,Сковорода с антипригарным покрытием,Кухонная утварь,3,1841.23,546.06
891140B91F7C,Форма для выпечки,Кухонная утварь,3,449.92,0
891140B91F7C,Полотенце махровое,Текстиль,1,353.6,0
891140B91F7C,Сковорода с антипригарным покрытием,Кухонная утварь,3,1757.57,0
186402601646,Кастрюля эмалированная,Кухонная утварь,1,913.06,0
186402601646,Набор ножей,Кухонная утварь,3,1245.71,528.8
7AEDC14D75F4,Набор ножей,Кухонная утварь,1,1230.98,0
7AEDC14D75F4,Тостер,Мелкая бытовая техника,1,1570.65,0
7AEDC14D75F4,Комплект постельного белья,Текстиль,1,2598.45,0
0971D0ED8EE0,Набор ножей,Кухонная утварь,3,1166.82,0
8B19F2022896,Весы кухонные,Мелкая бытовая техника,3,798.26,0
8B19F2022896,Набор ножей,Кухонная утварь,2,1140.26,0
8B19F2022896,Сковорода с антипригарным покрытием,Кухонная утварь,3,1764.37,878.45
8B19F2022896,Весы кухонные,Мелкая бытовая техника,1,764.64,124.83
8B19F2022896,Блендер погружной,Мелкая бытовая техника,2,2132.45,0
1DFFE3682582,Скатерть,Текстиль,1,595.25,0
1DFFE3682582,Набор ножей,Кухонная утварь,3,1227.52,0
1DFFE3682582,Кондиционер для белья,Бытовая химия,1,217.41,0
90C8A09084DC,Чайник заварочный,Кухонная утварь,3,725.12,0
90C8A09084DC,Полотенце махровое,Текстиль,2,360.18,0
90C8A09084DC,Скатерть,Текстиль,3,598.46,131.33
38836F1C193E,Комплект постельного белья,Текстиль,1,2514.62,0
38836F1C193E,Блендер погружной,Мелкая бытовая техника,2,2132.47,0
38836F1C193E,Форма для выпечки,Кухонная утварь,2,454.26,62.83
BA4176A5383F,Полотенце махровое,Текстиль,3,349.0,0
BA4176A5383F,Скатерть,Текстиль,1,612.29,0
C33BB5281A19,Набор ножей,Кухонная утварь,3,1194.17,194.4
42220407354A,Полотенце махровое,Текстиль,3,347.03,54.12
42220407354A,Весы кухонные,Мелкая бытовая техника,2,795.67,0
D458C433A7CF,Плед флисовый,Текстиль,1,874.39,0
E5A201CEA69C,Тостер,Мелкая бытовая техника,1,1524.54,0
E5A201CEA69C,Таблетки для посудомойки,Бытовая химия,2,779.56,0
E5A201CEA69C,Весы кухонные,Мелкая бытовая техника,1,812.89,0
E5A201CEA69C,Блендер погружной,Мелкая бытовая техника,3,2118.91,516.17
7B9CC045ABFA,Сковорода с антипригарным покрытием,Кухонная утварь,3,1727.86,546.27
7B9CC045ABFA,Тостер,Мелкая бытовая техника,3,1560.07,0
2F57D29CAB4C,Чайник заварочный,Кухонная утварь,1,684.85,0
2F57D29CAB4C,Тостер,Мелкая бытовая техника,1,1430.02,216.02
2F57D29CAB4C,Плед флисовый,Текстиль,2,936.3,0
2F57D29CAB4C,Блендер погружной,Мелкая бытовая техника,3,1997.85,519.25
D340BC6874F1,Тостер,Мелкая бытовая техника,1,1487.26,0
D340BC6874F1,Набор ножей,Кухонная утварь,1,1175.76,147.9
D340BC6874F1,Набор ножей,Кухонная утварь,3,1191.49,654.62
D340BC6874F1,Полотенце махровое,Текстиль,1,333.57,0
D340BC6874F1,Средство для мытья посуды,Бытовая химия,1,153.61,13.75
8ADE784A3FC0,Чайник заварочный,Кухонная утварь,2,685.29,164.68
8ADE784A3FC0,Чайник заварочный,Кухонная утварь,3,709.25,0
8ADE784A3FC0,Блендер погружной,Мелкая бытовая техника,1,2059.79,0
430015152C11,Весы кухонные,Мелкая бытовая техника,2,770.54,0
430015152C11,Сковорода с антипригарным покрытием,Кухонная утварь,3,1781.87,0
430015152C11,Тостер,Мелкая бытовая техника,1,1562.51,0
D109F488280B,Тостер,Мелкая бытовая техника,1,1506.15,137.86
D109F488280B,Плед флисовый,Текстиль,2,922.29,0
D109F488280B,Сковорода с антипригарным покрытием,Кухонная утварь,1,1716.97,0
F03980C1F1DF,Полотенце махровое,Текстиль,3,349.85,0
08FE9BB69C32,Кондиционер для белья,Бытовая химия,2,230.56,66.77
08FE9BB69C32,Набор ножей,Кухонная утварь,1,1259.21,0
3210156F9240,Плед флисовый,Текстиль,3,938.44,533.7
3210156F9240,Плед флисовый,Текстиль,3,926.98,0
3210156F9240,Средство для мытья посуды,Бытовая химия,1,148.72,15.17
3210156F9240,Весы кухонные,Мелкая бытовая техника,3,810.08,0
3210156F9240,Скатерть,Текстиль,1,595.58,0
E25D921D51CA,Кондиционер для белья,Бытовая химия,1,217.83,0
53762D5AD7BB,Чайник заварочный,Кухонная утварь,1,694.71,123.79
53762D5AD7BB,Кондиционер для белья,Бытовая химия,3,227.3,45.78
53762D5AD7BB,Комплект постельного белья,Текстиль,1,2447.07,0
EE8904580841,Скатерть,Текстиль,3,571.1,332.87
EE8904580841,Средство для мытья посуды,Бытовая химия,2,149.94,55.79
EE8904580841,Кондиционер для белья,Бытовая химия,2,225.04,74.04
DF62032B92F3,Блендер погружной,Мелкая бытовая техника,2,2086.73,0
DF62032B92F3,Скатерть,Текстиль,3,576.9,0
DF62032B92F3,Блендер погружной,Мелкая бытовая техника,1,2170.74,0
DF62032B92F3,Чайник заварочный,Кухонная утварь,1,733.52,0
DF62032B92F3,Блендер погружной,Мелкая бытовая техника,3,2084.53,961.45
E26671274BD4,Плед флисовый,Текстиль,3,873.46,0
C5C724207B03,Плед флисовый,Текстиль,3,916.7,0
C5C724207B03,Блендер погружной,Мелкая бытовая техника,3,2158.24,1246.44
D0F9D84BAD56,Весы кухонные,Мелкая бытовая техника,3,817.4,0
D0F9D84BAD56,Средство для чистки стекол,Бытовая химия,1,125.21,8.2
D0F9D84BAD56,Тостер,Мелкая бытовая техника,1,1474.46,0
D0F9D84BAD56,Блендер погружной,Мелкая бытовая техника,1,2081.53,0
77EF8ABD857B,Комплект постельного белья,Текстиль,2,2379.45,281.56
77EF8ABD857B,Тостер,Мелкая бытовая техника,1,1507.86,260.99
2897338D5FF9,Чайник заварочный,Кухонная утварь,3,709.54,367.02
2897338D5FF9,Плед флисовый,Текстиль,3,886.31,0
2897338D5FF9,Плед флисовый,Текстиль,2,902.22,0
2897338D5FF9,Таблетки для посудомойки,Бытовая химия,3,798.11,394.88
070460B9EA68,Таблетки для посудомойки,Бытовая химия,3,791.93,0
070460B9EA68,Средство для чистки стекол,Бытовая химия,1,124.13,0
070460B9EA68,Чайник заварочный,Кухонная утварь,2,704.64,0
FECFB6E48A80,Блендер погружной,Мелкая бытовая техника,2,2183.2,224.65
FECFB6E48A80,Форма для выпечки,Кухонная утварь,2,443.25,0
FECFB6E48A80,Чайник заварочный,Кухонная утварь,2,721.55,0
FECFB6E48A80,Комплект постельного белья,Текстиль,3,2613.44,693.12
FECFB6E48A80,Тостер,Мелкая бытовая техника,1,1435.26,0
BFCF531D0BE3,Весы кухонные,Мелкая бытовая техника,2,780.28,0
ADF62A028C37,Плед флисовый,Текстиль,2,934.4,130.04
ADF62A028C37,Тостер,Мелкая бытовая техника,2,1468.37,0
ADF62A028C37,Набор ножей,Кухонная утварь,2,1228.55,0
ADF62A028C37,Тостер,Мелкая бытовая техника,1,1520.5,0
60247302D67E,Сковорода с антипригарным покрытием,Кухонная утварь,2,1742.05,0
60247302D67E,Комплект постельного белья,Текстиль,3,2485.98,0
60247302D67E,Набор ножей,Кухонная утварь,1,1159.15,202.23
60247302D67E,Стиральный порошок 3кг,Бытовая химия,1,462.13,0
60247302D67E,Плед флисовый,Текстиль,2,904.16,0
21880E1862F4,Набор ножей,Кухонная утварь,3,1194.86,612.4
21880E1862F4,Набор ножей,Кухонная утварь,1,1185.99,0
21880E1862F4,Чайник заварочный,Кухонная утварь,1,726.83,0
21880E1862F4,Набор ножей,Кухонная утварь,3,1168.66,0
21880E1862F4,Чайник заварочный,Кухонная утварь,1,729.18,81.38
ED965BB652AF,Блендер погружной,Мелкая бытовая техника,2,2112.57,0
B64CE1C362BC,Весы кухонные,Мелкая бытовая техника,2,807.85,174.27
B64CE1C362BC,Плед флисовый,Текстиль,1,871.97,125.4
B64CE1C362BC,Полотенце махровое,Текстиль,2,336.47,0
8077F356F911,Комплект постельного белья,Текстиль,2,2442.6,632.6
2DDAE2266DC6,Стиральный порошок 3кг,Бытовая химия,3,468.83,0
2DDAE2266DC6,Скатерть,Текстиль,3,619.08,0
68B970BCCF09,Полотенце махровое,Текстиль,3,354.56,171.0
